# #(c) Patrick Heenan 
# #Extension (nm),	G(q) (kcal/mol),	G(q) (upper bound) (kcal/mol),	G(q) (lower bound) (kcal/mol)
# 
4.6109786749e+01,1.5671911258e+02,1.4091173262e+02,1.7252649254e+02
4.6154423522e+01,1.5673422475e+02,1.4093963550e+02,1.7252881399e+02
4.6199060295e+01,1.5673510947e+02,1.4095281074e+02,1.7251740820e+02
4.6243697068e+01,1.5672186682e+02,1.4095041626e+02,1.7249331738e+02
4.6288333842e+01,1.5669710582e+02,1.4093506135e+02,1.7245915029e+02
4.6332970615e+01,1.5666363928e+02,1.4090966207e+02,1.7241761649e+02
4.6377607388e+01,1.5662428001e+02,1.4087716396e+02,1.7237139606e+02
4.6422244161e+01,1.5658184082e+02,1.4084053020e+02,1.7232315143e+02
4.6466880934e+01,1.5653913451e+02,1.4080273146e+02,1.7227553756e+02
4.6511517708e+01,1.5649897389e+02,1.4076674702e+02,1.7223120077e+02
4.6556154481e+01,1.5646416439e+02,1.4073558177e+02,1.7219274700e+02
4.6600791254e+01,1.5643725516e+02,1.4071235640e+02,1.7216215392e+02
4.6645428027e+01,1.5641980527e+02,1.4069953058e+02,1.7214007995e+02
4.6690064801e+01,1.5641182582e+02,1.4069763899e+02,1.7212601265e+02
4.6734701574e+01,1.5641155302e+02,1.4070476104e+02,1.7211834501e+02
4.6779338347e+01,1.5641704505e+02,1.4071870005e+02,1.7211539005e+02
4.6823975120e+01,1.5642636009e+02,1.4073721232e+02,1.7211550786e+02
4.6868611894e+01,1.5643755633e+02,1.4075802959e+02,1.7211708307e+02
4.6913248667e+01,1.5644869196e+02,1.4077888486e+02,1.7211849905e+02
4.6957885440e+01,1.5645782516e+02,1.4079751329e+02,1.7211813703e+02
4.7002522213e+01,1.5646301649e+02,1.4081164474e+02,1.7211438825e+02
4.7047158986e+01,1.5646243749e+02,1.4081898247e+02,1.7210589251e+02
4.7091795760e+01,1.5645487583e+02,1.4081774496e+02,1.7209200670e+02
4.7136432533e+01,1.5644019784e+02,1.4080750917e+02,1.7207288651e+02
4.7181069306e+01,1.5641960902e+02,1.4078970577e+02,1.7204951227e+02
4.7225706079e+01,1.5639446497e+02,1.4076599289e+02,1.7202293704e+02
4.7270342853e+01,1.5636612128e+02,1.4073809644e+02,1.7199414612e+02
4.7314979626e+01,1.5633593356e+02,1.4070778827e+02,1.7196407885e+02
4.7359616399e+01,1.5630525740e+02,1.4067684517e+02,1.7193366964e+02
4.7404253172e+01,1.5627544841e+02,1.4064704746e+02,1.7190384936e+02
4.7448889946e+01,1.5624786319e+02,1.4062017967e+02,1.7187554671e+02
4.7493526719e+01,1.5622387220e+02,1.4059802993e+02,1.7184971446e+02
4.7538163492e+01,1.5620463809e+02,1.4058215527e+02,1.7182712091e+02
4.7582800265e+01,1.5619068868e+02,1.4057329762e+02,1.7180807974e+02
4.7627437038e+01,1.5618155569e+02,1.4057079572e+02,1.7179231566e+02
4.7672073812e+01,1.5617663252e+02,1.4057377529e+02,1.7177948975e+02
4.7716710585e+01,1.5617531256e+02,1.4058126931e+02,1.7176935581e+02
4.7761347358e+01,1.5617698918e+02,1.4059224015e+02,1.7176173822e+02
4.7805984131e+01,1.5618105578e+02,1.4060564766e+02,1.7175646390e+02
4.7850620905e+01,1.5618690572e+02,1.4062045295e+02,1.7175335849e+02
4.7895257678e+01,1.5619392985e+02,1.4063562025e+02,1.7175223944e+02
4.7939894451e+01,1.5620142380e+02,1.4065011879e+02,1.7175272880e+02
4.7984531224e+01,1.5620852024e+02,1.4066283463e+02,1.7175420585e+02
4.8029167998e+01,1.5621451248e+02,1.4067288383e+02,1.7175614113e+02
4.8073804771e+01,1.5621925525e+02,1.4068021609e+02,1.7175829441e+02
4.8118441544e+01,1.5622271794e+02,1.4068496217e+02,1.7176047370e+02
4.8163078317e+01,1.5622487007e+02,1.4068734176e+02,1.7176239838e+02
4.8207715090e+01,1.5622568118e+02,1.4068765411e+02,1.7176370824e+02
4.8252351864e+01,1.5622512077e+02,1.4068620455e+02,1.7176403699e+02
4.8296988637e+01,1.5622315838e+02,1.4068329972e+02,1.7176301704e+02
4.8341625410e+01,1.5621976600e+02,1.4067924482e+02,1.7176028719e+02
4.8386262183e+01,1.5621502130e+02,1.4067434715e+02,1.7175569545e+02
4.8430898957e+01,1.5620918939e+02,1.4066904720e+02,1.7174933158e+02
4.8475535730e+01,1.5620255676e+02,1.4066383335e+02,1.7174128017e+02
4.8520172503e+01,1.5619524647e+02,1.4065889757e+02,1.7173159538e+02
4.8564809276e+01,1.5618731706e+02,1.4065432430e+02,1.7172030983e+02
4.8609446050e+01,1.5617882678e+02,1.4065014412e+02,1.7170750944e+02
4.8654082823e+01,1.5616983387e+02,1.4064633159e+02,1.7169333615e+02
4.8698719596e+01,1.5616039659e+02,1.4064285867e+02,1.7167793451e+02
4.8743356369e+01,1.5615057319e+02,1.4063969884e+02,1.7166144753e+02
4.8787993142e+01,1.5614042079e+02,1.4063682483e+02,1.7164401674e+02
4.8832629916e+01,1.5612995265e+02,1.4063416619e+02,1.7162573911e+02
4.8877266689e+01,1.5611931299e+02,1.4063166873e+02,1.7160695725e+02
4.8921903462e+01,1.5610882655e+02,1.4062934850e+02,1.7158830461e+02
4.8966540235e+01,1.5609889042e+02,1.4062737798e+02,1.7157040287e+02
4.9011177009e+01,1.5608995253e+02,1.4062602231e+02,1.7155388275e+02
4.9055813782e+01,1.5608246132e+02,1.4062557278e+02,1.7153934987e+02
4.9100450555e+01,1.5607686523e+02,1.4062635004e+02,1.7152738041e+02
4.9145087328e+01,1.5607361268e+02,1.4062868037e+02,1.7151854498e+02
4.9189724102e+01,1.5607315211e+02,1.4063289260e+02,1.7151341161e+02
4.9234360875e+01,1.5607593166e+02,1.4063932106e+02,1.7151254226e+02
4.9278997648e+01,1.5608236578e+02,1.4064836644e+02,1.7151636512e+02
4.9323634421e+01,1.5609245222e+02,1.4066027328e+02,1.7152463116e+02
4.9368271195e+01,1.5610574253e+02,1.4067496629e+02,1.7153651877e+02
4.9412907968e+01,1.5612143893e+02,1.4069182753e+02,1.7155105033e+02
4.9457544741e+01,1.5613859166e+02,1.4070999231e+02,1.7156719100e+02
4.9502181514e+01,1.5615624937e+02,1.4072858597e+02,1.7158391276e+02
4.9546818287e+01,1.5617346070e+02,1.4074672794e+02,1.7160019345e+02
4.9591455061e+01,1.5618927429e+02,1.4076353959e+02,1.7161500898e+02
4.9636091834e+01,1.5620273879e+02,1.4077814499e+02,1.7162733259e+02
4.9680728607e+01,1.5621290381e+02,1.4078966623e+02,1.7163614140e+02
4.9725365380e+01,1.5621889937e+02,1.4079718257e+02,1.7164061617e+02
4.9770002154e+01,1.5622032641e+02,1.4079996256e+02,1.7164069026e+02
4.9814638927e+01,1.5621726644e+02,1.4079763138e+02,1.7163690151e+02
4.9859275700e+01,1.5621034170e+02,1.4079061679e+02,1.7163006661e+02
4.9903912473e+01,1.5620043439e+02,1.4077975698e+02,1.7162111180e+02
4.9948549247e+01,1.5618843053e+02,1.4076590592e+02,1.7161095514e+02
4.9993186020e+01,1.5617521613e+02,1.4074992462e+02,1.7160050765e+02
5.0037822793e+01,1.5616167721e+02,1.4073267748e+02,1.7159067693e+02
5.0082459566e+01,1.5614869977e+02,1.4071503151e+02,1.7158236802e+02
5.0127096339e+01,1.5613716825e+02,1.4069785867e+02,1.7157647783e+02
5.0171733113e+01,1.5612782949e+02,1.4068204325e+02,1.7157361574e+02
5.0216369886e+01,1.5612097730e+02,1.4066831043e+02,1.7157364417e+02
5.0261006659e+01,1.5611657095e+02,1.4065716213e+02,1.7157597977e+02
5.0305643432e+01,1.5611415714e+02,1.4064846926e+02,1.7157984503e+02
5.0350280206e+01,1.5611303673e+02,1.4064170949e+02,1.7158436396e+02
5.0394916979e+01,1.5611250523e+02,1.4063633190e+02,1.7158867856e+02
5.0439553752e+01,1.5611185818e+02,1.4063175725e+02,1.7159195912e+02
5.0484190525e+01,1.5611039113e+02,1.4062740260e+02,1.7159337967e+02
5.0528827299e+01,1.5610739962e+02,1.4062268598e+02,1.7159211325e+02
5.0573464072e+01,1.5610218117e+02,1.4061702064e+02,1.7158734170e+02
5.0618100845e+01,1.5609423893e+02,1.4060980070e+02,1.7157867715e+02
5.0662737618e+01,1.5608352650e+02,1.4060045946e+02,1.7156659354e+02
5.0707374391e+01,1.5607017031e+02,1.4058849001e+02,1.7155185061e+02
5.0752011165e+01,1.5605467615e+02,1.4057398997e+02,1.7153536234e+02
5.0796647938e+01,1.5603780726e+02,1.4055746953e+02,1.7151814498e+02
5.0841284711e+01,1.5602033401e+02,1.4053949714e+02,1.7150117088e+02
5.0885921484e+01,1.5600302679e+02,1.4052073482e+02,1.7148531876e+02
5.0930558258e+01,1.5598665598e+02,1.4050187049e+02,1.7147144148e+02
5.0975195031e+01,1.5597199198e+02,1.4048359718e+02,1.7146038678e+02
5.1019831804e+01,1.5595980350e+02,1.4046661516e+02,1.7145299184e+02
5.1064468577e+01,1.5595064610e+02,1.4045164174e+02,1.7144965046e+02
5.1109105351e+01,1.5594469372e+02,1.4043942304e+02,1.7144996440e+02
5.1153742124e+01,1.5594207772e+02,1.4043074196e+02,1.7145341348e+02
5.1198378897e+01,1.5594244720e+02,1.4042561659e+02,1.7145927780e+02
5.1243015670e+01,1.5594511167e+02,1.4042352968e+02,1.7146669366e+02
5.1287652443e+01,1.5594936978e+02,1.4042388708e+02,1.7147485248e+02
5.1332289217e+01,1.5595452018e+02,1.4042594684e+02,1.7148309352e+02
5.1376925990e+01,1.5595986151e+02,1.4042892803e+02,1.7149079499e+02
5.1421562763e+01,1.5596469241e+02,1.4043205161e+02,1.7149733321e+02
5.1466199536e+01,1.5596831249e+02,1.4043453682e+02,1.7150208815e+02
5.1510836310e+01,1.5597017804e+02,1.4043559972e+02,1.7150475635e+02
5.1555473083e+01,1.5596999365e+02,1.4043444519e+02,1.7150554212e+02
5.1600109856e+01,1.5596741933e+02,1.4043020507e+02,1.7150463360e+02
5.1644746629e+01,1.5596251839e+02,1.4042263353e+02,1.7150240326e+02
5.1689383403e+01,1.5595564392e+02,1.4041195595e+02,1.7149933189e+02
5.1734020176e+01,1.5594715913e+02,1.4039846983e+02,1.7149584843e+02
5.1778656949e+01,1.5593742724e+02,1.4038260984e+02,1.7149224465e+02
5.1823293722e+01,1.5592681147e+02,1.4036486059e+02,1.7148876235e+02
5.1867930495e+01,1.5591567503e+02,1.4034571289e+02,1.7148563717e+02
5.1912567269e+01,1.5590438059e+02,1.4032566300e+02,1.7148309819e+02
5.1957204042e+01,1.5589317053e+02,1.4030519659e+02,1.7148114447e+02
5.2001840815e+01,1.5588208855e+02,1.4028474194e+02,1.7147943515e+02
5.2046477588e+01,1.5587125224e+02,1.4026479786e+02,1.7147770662e+02
5.2091114362e+01,1.5586073228e+02,1.4024580148e+02,1.7147566307e+02
5.2135751135e+01,1.5585060848e+02,1.4022816843e+02,1.7147304853e+02
5.2180387908e+01,1.5584096403e+02,1.4021230499e+02,1.7146962307e+02
5.2225024681e+01,1.5583188213e+02,1.4019858986e+02,1.7146517440e+02
5.2269661455e+01,1.5582344597e+02,1.4018739270e+02,1.7145949923e+02
5.2314298228e+01,1.5581573874e+02,1.4017908741e+02,1.7145239007e+02
5.2358935001e+01,1.5580884412e+02,1.4017404769e+02,1.7144364056e+02
5.2403571774e+01,1.5580299763e+02,1.4017263411e+02,1.7143336115e+02
5.2448208548e+01,1.5579878700e+02,1.4017527288e+02,1.7142230112e+02
5.2492845321e+01,1.5579678955e+02,1.4018230134e+02,1.7141127775e+02
5.2537482094e+01,1.5579701458e+02,1.4019319173e+02,1.7140083744e+02
5.2582118867e+01,1.5579892239e+02,1.4020662880e+02,1.7139121597e+02
5.2626755640e+01,1.5580194148e+02,1.4022123242e+02,1.7138265054e+02
5.2671392414e+01,1.5580550040e+02,1.4023553618e+02,1.7137546461e+02
5.2716029187e+01,1.5580902766e+02,1.4024803738e+02,1.7137001795e+02
5.2760665960e+01,1.5581195181e+02,1.4025723429e+02,1.7136666934e+02
5.2805302733e+01,1.5581370076e+02,1.4026162790e+02,1.7136577362e+02
5.2849939507e+01,1.5581341509e+02,1.4025969979e+02,1.7136713039e+02
5.2894576280e+01,1.5580957169e+02,1.4024975582e+02,1.7136938756e+02
5.2939213053e+01,1.5580089280e+02,1.4023047981e+02,1.7137130578e+02
5.2983849826e+01,1.5578878791e+02,1.4020444925e+02,1.7137312656e+02
5.3028486600e+01,1.5577689973e+02,1.4017748411e+02,1.7137631535e+02
5.3073123373e+01,1.5576897973e+02,1.4015564096e+02,1.7138231850e+02
5.3117760146e+01,1.5576877937e+02,1.4014527173e+02,1.7139228702e+02
5.3162396919e+01,1.5578005014e+02,1.4015285121e+02,1.7140724906e+02
5.3207033692e+01,1.5580654348e+02,1.4018477860e+02,1.7142830836e+02
5.3251670466e+01,1.5585429871e+02,1.4024803677e+02,1.7146056064e+02
5.3296307239e+01,1.5593969842e+02,1.4035772309e+02,1.7152167375e+02
5.3340944012e+01,1.5603847566e+02,1.4050168498e+02,1.7157526633e+02
5.3385580785e+01,1.5608989126e+02,1.4057974828e+02,1.7160003425e+02
5.3430217559e+01,1.5608989126e+02,1.4058654782e+02,1.7159323471e+02
5.3474854332e+01,1.5608989126e+02,1.4059579303e+02,1.7158398950e+02
5.3519491105e+01,1.5608989126e+02,1.4059935620e+02,1.7158042633e+02
